x-axis,1
second,Volt
-2e-006,0.0653267
-1.99e-006,0.0653267
-1.98e-006,0.0653267
-1.97e-006,0.0653267
-1.96e-006,0.105528
-1.95e-006,0.0653267
-1.94e-006,0.0653267
-1.93e-006,0.105528
-1.92e-006,0.105528
-1.91e-006,0.0653267
-1.9e-006,0.0653267
-1.89e-006,0.105528
-1.88e-006,0.105528
-1.87e-006,0.0653267
-1.86e-006,0.105528
-1.85e-006,0.105528
-1.84e-006,0.105528
-1.83e-006,0.0653267
-1.82e-006,0.0653267
-1.81e-006,0.0653267
-1.8e-006,0.0653267
-1.79e-006,0.0653267
-1.78e-006,0.0653267
-1.77e-006,0.105528
-1.76e-006,0.0653267
-1.75e-006,0.0653267
-1.74e-006,0.0653267
-1.73e-006,0.0653267
-1.72e-006,0.105528
-1.71e-006,0.0653267
-1.7e-006,0.105528
-1.69e-006,0.0653267
-1.68e-006,0.105528
-1.67e-006,0.0653267
-1.66e-006,0.105528
-1.65e-006,0.0653267
-1.64e-006,0.105528
-1.63e-006,0.0653267
-1.62e-006,0.0653267
-1.61e-006,0.0653267
-1.6e-006,0.0653267
-1.59e-006,0.105528
-1.58e-006,0.105528
-1.57e-006,0.0653267
-1.56e-006,0.0653267
-1.55e-006,0.0653267
-1.54e-006,0.105528
-1.53e-006,0.0653267
-1.52e-006,0.105528
-1.51e-006,0.0653267
-1.5e-006,0.105528
-1.49e-006,0.105528
-1.48e-006,0.105528
-1.47e-006,0.0653267
-1.46e-006,0.0653267
-1.45e-006,0.105528
-1.44e-006,0.0653267
-1.43e-006,0.0653267
-1.42e-006,0.105528
-1.41e-006,0.105528
-1.4e-006,0.0653267
-1.39e-006,0.0653267
-1.38e-006,0.0653267
-1.37e-006,0.105528
-1.36e-006,0.105528
-1.35e-006,0.0653267
-1.34e-006,0.0653267
-1.33e-006,0.0653267
-1.32e-006,0.0653267
-1.31e-006,0.0653267
-1.3e-006,0.0653267
-1.29e-006,0.0653267
-1.28e-006,0.105528
-1.27e-006,0.0653267
-1.26e-006,0.105528
-1.25e-006,0.105528
-1.24e-006,0.105528
-1.23e-006,0.0653267
-1.22e-006,0.105528
-1.21e-006,0.105528
-1.2e-006,0.0653267
-1.19e-006,0.0653267
-1.18e-006,0.105528
-1.17e-006,0.0653267
-1.16e-006,0.105528
-1.15e-006,0.0653267
-1.14e-006,0.0653267
-1.13e-006,0.0653267
-1.12e-006,0.105528
-1.11e-006,0.0653267
-1.1e-006,0.105528
-1.09e-006,0.105528
-1.08e-006,0.105528
-1.07e-006,0.0653267
-1.06e-006,0.105528
-1.05e-006,0.0653267
-1.04e-006,0.105528
-1.03e-006,0.0653267
-1.02e-006,0.105528
-1.01e-006,0.105528
-1e-006,0.105528
-9.9e-007,0.0653267
-9.8e-007,0.105528
-9.7e-007,0.105528
-9.6e-007,0.105528
-9.5e-007,0.0653267
-9.4e-007,0.0653267
-9.3e-007,0.0653267
-9.2e-007,0.105528
-9.1e-007,0.0653267
-9e-007,0.0653267
-8.9e-007,0.105528
-8.8e-007,0.105528
-8.7e-007,0.0653267
-8.6e-007,0.0653267
-8.5e-007,0.105528
-8.4e-007,0.105528
-8.3e-007,0.0653267
-8.2e-007,0.0653267
-8.1e-007,0.0653267
-8e-007,0.0653267
-7.9e-007,0.0653267
-7.8e-007,0.0653267
-7.7e-007,0.105528
-7.6e-007,0.105528
-7.5e-007,0.0653267
-7.4e-007,0.0653267
-7.3e-007,0.0653267
-7.2e-007,0.105528
-7.1e-007,0.0653267
-7e-007,0.0653267
-6.9e-007,0.0653267
-6.8e-007,0.0653267
-6.7e-007,0.105528
-6.6e-007,0.0653267
-6.5e-007,0.105528
-6.4e-007,0.0653267
-6.3e-007,0.0653267
-6.2e-007,0.0653267
-6.1e-007,0.105528
-6e-007,0.105528
-5.9e-007,0.0653267
-5.8e-007,0.105528
-5.7e-007,0.105528
-5.6e-007,0.105528
-5.5e-007,0.0653267
-5.4e-007,0.0653267
-5.3e-007,0.105528
-5.2e-007,0.105528
-5.1e-007,0.0653267
-5e-007,0.0653267
-4.9e-007,0.105528
-4.8e-007,0.105528
-4.7e-007,0.105528
-4.6e-007,0.0653267
-4.5e-007,0.105528
-4.4e-007,0.105528
-4.3e-007,0.0653267
-4.2e-007,0.0653267
-4.1e-007,0.105528
-4e-007,0.105528
-3.9e-007,0.0653267
-3.8e-007,0.105528
-3.7e-007,0.105528
-3.6e-007,0.105528
-3.5e-007,0.0653267
-3.4e-007,0.105528
-3.3e-007,0.105528
-3.2e-007,0.105528
-3.1e-007,0.0653267
-3e-007,0.0653267
-2.9e-007,0.0653267
-2.8e-007,0.105528
-2.7e-007,0.0653267
-2.6e-007,0.0653267
-2.5e-007,0.0653267
-2.4e-007,0.105528
-2.3e-007,0.0653267
-2.2e-007,0.0653267
-2.1e-007,0.0653267
-2e-007,0.0653267
-1.9e-007,0.0653267
-1.8e-007,0.0653267
-1.7e-007,0.0653267
-1.6e-007,0.0653267
-1.5e-007,0.0653267
-1.4e-007,0.0653267
-1.3e-007,0.105528
-1.2e-007,0.105528
-1.1e-007,0.0653267
-1e-007,0.105528
-9e-008,0.105528
-8e-008,0.105528
-7e-008,0.0653267
-6e-008,0.105528
-5e-008,0.0653267
-4e-008,0.105528
-3e-008,0.0653267
-2e-008,0.0653267
-1e-008,0.105528
0,0.788945
1e-008,0.226131
2e-008,1.39196
3e-008,1.07035
4e-008,0.628141
5e-008,1.55276
6e-008,0.98995
7e-008,0.427136
8e-008,1.27136
9e-008,0.909548
1e-007,0.909548
1.1e-007,1.11055
1.2e-007,0.58794
1.3e-007,0.909548
1.4e-007,1.03015
1.5e-007,0.909548
1.6e-007,0.98995
1.7e-007,0.909548
1.8e-007,1.03015
1.9e-007,1.23116
2e-007,1.19095
2.1e-007,1.11055
2.2e-007,1.11055
2.3e-007,1.19095
2.4e-007,1.27136
2.5e-007,1.27136
2.6e-007,1.19095
2.7e-007,1.19095
2.8e-007,1.23116
2.9e-007,1.39196
3e-007,1.39196
3.1e-007,1.27136
3.2e-007,1.35176
3.3e-007,1.35176
3.4e-007,1.47236
3.5e-007,1.47236
3.6e-007,1.35176
3.7e-007,1.39196
3.8e-007,1.47236
3.9e-007,1.47236
4e-007,1.47236
4.1e-007,1.43216
4.2e-007,1.43216
4.3e-007,1.51256
4.4e-007,1.55276
4.5e-007,1.51256
4.6e-007,1.51256
4.7e-007,1.51256
4.8e-007,1.59296
4.9e-007,1.63317
